,Unnamed: 0,Unnamed: 0.1,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,latitude,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,longitude,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural,full_address,DPA_POST_TOWN,DPA_STATUS,DPA_MATCH_DESCRIPTION,DPA_THOROUGHFARE_NAME,DPA_Y_COORDINATE,DPA_UPRN,DPA_RPC,DPA_POSTCODE,DPA_ADDRESS,DPA_X_COORDINATE,DPA_ORGANISATION_NAME,DPA_MATCH,DPA_BUILDING_NAME,DPA_lat,DPA_lng,DPA_BUILDING_NUMBER,DPA_DEPENDENT_THOROUGHFARE_NAME,DPA_SUB_BUILDING_NAME
45,125648,125648,,46-52,Peckham High Street,London,Burger king,Restaurant/Cafe/Canteen,1,5,,363172,5,,51.473214,170902,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,01/05/2014,fhrs_5_en-GB,5,,FHRS,5,"Burger king, 46-52 Peckham High Street, London, SE15 5DP",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176713,2.00003E+11,2,SE15 5EB,"47A, PECKHAM HIGH STREET, LONDON, SE15 5EB",534058,,0.9,47A,-0.071168536,51.47350551,,,
46,125653,125653,,30,Rye Lane,London,Butt seafood ltd,Retailers - other,4613,10,,363544,10,,51.472256,175058,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070053,SE15 5BS,01/08/2013,fhrs_2_en-GB,2,,FHRS,15,"Butt seafood ltd, 30 Rye Lane, London, SE15 5BS",LONDON,APPROVED,EXACT,RYE LANE,176536,2.00003E+11,1,SE15 5BS,"UK FOODS, 30, RYE LANE, LONDON, SE15 5BS",534136,UK FOODS,1,,-0.070113274,51.47189645,30,,
47,125666,125666,Unit 17,137-139,Rye Lane,London,Cafe al ayaan,Restaurant/Cafe/Canteen,1,20,,692096,15,,51.469866,184453,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,06/08/2014,fhrs_1_en-GB,1,,FHRS,15,"Cafe al ayaan, Unit 17, 137-139, Rye Lane, London, SE15 4ST",LONDON,APPROVED,PARTIAL,RYE LANE,176632,2.00003E+11,1,SE15 5EW,"SELECT & SAVE, UNIT 17, AYLESHAM CENTRE, RYE LANE, LONDON, SE15 5EW",534233,SELECT & SAVE,0.7,UNIT 17,-0.068681094,51.47273616,,AYLESHAM CENTRE,
48,125672,125672,,42,Peckham Road,London,Cafe culture,Restaurant/Cafe/Canteen,1,20,,363630,10,,51.473666,175709,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079771,SE5 8PX,28/03/2012,fhrs_1_en-GB,1,,FHRS,0,"Cafe culture, 42 Peckham Road, London, SE5 8PX",LONDON,APPROVED,EXACT,PECKHAM ROAD,176684,2.00003E+11,1,SE5 8PX,"CULTURE CAFE, 42, PECKHAM ROAD, LONDON, SE5 8PX",533361,CULTURE CAFE,1,,-0.0812091,51.47340947,42,,
49,125697,125697,,88,Rye Lane,London,Cafe spice,Restaurant/Cafe/Canteen,1,10,,364417,15,,51.469024,2970,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,01/12/2014,fhrs_2_en-GB,2,,FHRS,15,"Cafe spice, 88 Rye Lane, London, SE15 4RZ",LONDON,APPROVED,EXACT,RYE LANE,176283,2.00003E+11,1,SE15 4RZ,"CAFE SPICE, 88, RYE LANE, LONDON, SE15 4RZ",534253,CAFE SPICE,1,,-0.068525773,51.46959517,88,,
50,125699,125699,,44,Choumert Road,London,Cafe viva ltd,Restaurant/Cafe/Canteen,1,5,,692034,5,,51.468194,180393,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068554,SE15 4SE,17/07/2014,fhrs_5_en-GB,5,,FHRS,0,"Cafe viva ltd, 44 Choumert Road, London, SE15 4SE",LONDON,APPROVED,EXACT,CHOUMERT ROAD,176118,2.00003E+11,1,SE15 4SE,"CAFE VIVA, 44, CHOUMERT ROAD, LONDON, SE15 4SE",534216,CAFE VIVA,1,,-0.069120746,51.46812118,44,,
51,125700,125700,,131,Peckham High Street,London,Cafe world,Restaurant/Cafe/Canteen,1,10,,692063,5,,51.474167,184099,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,27/06/2014,fhrs_4_en-GB,4,,FHRS,5,"Cafe world, 131 Peckham High Street, London, SE15 5SL",LONDON,APPROVED,EXACT,PECKHAM HIGH STREET,176795,2.00003E+11,1,SE15 5SL,"CAFE WORLD, 131, PECKHAM HIGH STREET, LONDON, SE15 5SL",534332,CAFE WORLD,1,,-0.067194634,51.47417747,131,,
52,125719,125719,,45-65,Peckham Road,London,Camberwell college of art & design - senior common room club,Restaurant/Cafe/Canteen,1,0,,362875,0,,51.474068,128844,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.080733,SE5 8UF,23/11/2012,fhrs_5_en-GB,5,,FHRS,0,"Camberwell college of art & design - senior common room club, 45-65 Peckham Road, London, SE5 8UF",LONDON,APPROVED,GOOD,PECKHAM ROAD,176708,2.00003E+11,1,SE5 8PX,"56A, PECKHAM ROAD, LONDON, SE5 8PX",533452,,0.9,56A,-0.079890582,51.47360371,,,
53,125730,125730,,188,Rye Lane,London,Canavans peckham pool club,Pub/bar/nightclub,7843,,,449236,,,51.467136,180055,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066583,SE15 4NF,04/10/2013,fhrs_exempt_en-GB,Exempt,,FHRS,,"Canavans peckham pool club, 188 Rye Lane, London, SE15 4NF",LONDON,APPROVED,GOOD,RYE LANE,176019,2.00003E+11,1,SE15 4NF,"CANAVANS SNOOKER CLUB, 188, RYE LANE, LONDON, SE15 4NF",534383,CANAVANS SNOOKER CLUB,0.8,,-0.066755569,51.46719193,188,,
54,125746,125746,Peckham Bus Garage,,Blackpool Road,London,Capital catering,Restaurant/Cafe/Canteen,1,0,,364509,0,,51.469799,3269,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.063951,SE15 3SU,27/10/2010,fhrs_5_en-GB,5,,FHRS,5,"Capital catering, Peckham Bus Garage, Blackpool Road, London, SE15 3SU",LONDON,APPROVED,GOOD,BLACKPOOL ROAD,176258.81,2.00003E+11,2,SE15 3SU,"LONDON CENTRAL BUS CO LTD, PECKHAM BUS GARAGE, BLACKPOOL ROAD, LONDON, SE15 3SU",534550.6,LONDON CENTRAL BUS CO LTD,0.9,PECKHAM BUS GARAGE,-0.064252998,51.46930717,,,
55,125756,125756,,151a,Rye Lane,London,Carnation supermarket,Retailers - other,4613,20,,364121,15,,51.468604,22933,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067241,SE15 4TL,20/06/2014,fhrs_1_en-GB,1,,FHRS,15,"Carnation supermarket, 151a, Rye Lane, London, SE15 4TL",LONDON,APPROVED,GOOD,PECKHAM RYE,175402,2.00003E+11,1,SE15 3UL,"151A, PECKHAM RYE, LONDON, SE15 3UL",534708,,0.9,151A,-0.062314493,51.46157014,,,
56,125795,125795,Harris Primary Free School Pec,112,Peckham Road,London,Chartwells,School/college/university,7845,0,,621246,5,,51.473788,183289,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.074063,SE15 5DZ,04/12/2013,fhrs_5_en-GB,5,,FHRS,5,"Chartwells, Harris Primary Free School Pec, 112 Peckham Road, London, SE15 5DZ",LONDON,APPROVED,PARTIAL,PECKHAM ROAD,176738,2.00003E+11,1,SE15 5DZ,"SCHOOL HOUSE, PECKHAM ROAD, LONDON, SE15 5DZ",533857,,0.7,SCHOOL HOUSE,-0.074051396,51.47377772,,,
57,125796,125796,Hollydale Road Primary School,,Hollydale Road,London,Chartwells,School/college/university,7845,0,,364449,0,,51.467318,3056,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.052595,SE15 2AR,11/06/2014,fhrs_5_en-GB,5,,FHRS,5,"Chartwells, Hollydale Road Primary School, Hollydale Road, London, SE15 2AR",LONDON,APPROVED,GOOD,HOLLYDALE ROAD,176100,2.00003E+11,1,SE15 2AR,"HOLLYDALE PRIMARY SCHOOL, HOLLYDALE ROAD, LONDON, SE15 2AR",535369,HOLLYDALE PRIMARY SCHOOL,0.9,,-0.052538478,51.46768504,,,
58,125799,125799,St Thomas The Apostle College,,Hollydale Road,London,Chartwells,School/college/university,7845,5,,654192,0,,51.470753,183780,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056351,SE15 2EB,27/02/2014,fhrs_5_en-GB,5,,FHRS,5,"Chartwells, St Thomas The Apostle College, Hollydale Road, London, SE15 2EB",LONDON,APPROVED,GOOD,HOLLYDALE ROAD,176433,2.00003E+11,1,SE15 2EB,"ST. THOMAS THE APOSTLE COLLEGE, HOLLYDALE ROAD, LONDON, SE15 2EB",535096,ST. THOMAS THE APOSTLE COLLEGE,0.9,,-0.056339141,51.47074267,,,
59,125810,125810,,289,Rye Lane,London,Cheung's,Takeaway/sandwich shop,7844,20,,654204,10,,51.46589,183984,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.0657,SE15 4UA,20/03/2014,fhrs_1_en-GB,1,,FHRS,15,"Cheung's, 289 Rye Lane, London, SE15 4UA",LONDON,APPROVED,GOOD,RYE LANE,175875,2.00003E+11,1,SE15 4UA,"CHEUNG TAKE AWAY, 289, RYE LANE, LONDON, SE15 4UA",534461,CHEUNG TAKE AWAY,0.8,,-0.065688062,51.46587938,289,,
60,125811,125811,,117,Peckham High Street,London,Chick chicken,Takeaway/sandwich shop,7844,10,,729116,5,,51.474117,184018,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068362,SE15 5SE,03/11/2014,fhrs_4_en-GB,4,,FHRS,5,"Chick chicken, 117 Peckham High Street, London, SE15 5SE",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176785,2.00003E+11,1,SE15 5SE,"CHICK KING, 117, PECKHAM HIGH STREET, LONDON, SE15 5SE",534252,CHICK KING,0.8,,-0.068349616,51.47410657,117,,
61,125822,125822,,30,Ivanhoe Road,London,China ho lok,Takeaway/sandwich shop,7844,10,,363216,10,,51.46495,171555,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079115,SE5 8DJ,22/07/2013,fhrs_3_en-GB,3,,FHRS,10,"China ho lok, 30 Ivanhoe Road, London, SE5 8DJ",LONDON,APPROVED,PARTIAL,IVANHOE ROAD,175799,2.00003E+11,1,SE5 8DJ,"SEASON CHINESE, 30, IVANHOE ROAD, LONDON, SE5 8DJ",533487,SEASON CHINESE,0.7,,-0.079729959,51.46542677,30,,
62,125830,125830,,211,Rye Lane,London,Christine's meat shop,Retailers - other,4613,5,,407128,5,,51.467685,180260,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,11/05/2012,fhrs_5_en-GB,5,,FHRS,5,"Christine's meat shop, 211 Rye Lane, London, SE15 4TP",LONDON,APPROVED,GOOD,RYE LANE,176067,2.00003E+11,1,SE15 4TP,"CHRISTINES BUTCHERY, 211, RYE LANE, LONDON, SE15 4TP",534402,CHRISTINES BUTCHERY,0.8,,-0.066463969,51.46761877,211,,
63,125851,125851,,125,Bellenden Road,London,Cod fella,Takeaway/sandwich shop,7844,5,,363159,5,,51.467913,170798,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072281,SE15 4QY,07/07/2014,fhrs_4_en-GB,4,,FHRS,10,"Cod fella, 125 Bellenden Road, London, SE15 4QY",LONDON,APPROVED,GOOD,BELLENDEN ROAD,176073,2.00003E+11,1,SE15 4QY,"COD FELLAS, 125, BELLENDEN ROAD, LONDON, SE15 4QY",533998,COD FELLAS,0.8,,-0.072274364,51.46776841,125,,
64,125874,125874,,64,Nunhead Lane,London,Convenience store,Retailers - other,4613,0,,542837,0,,51.464633,180828,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059865,SE15 3QE,15/03/2013,fhrs_5_en-GB,5,,FHRS,0,"Convenience store, 64 Nunhead Lane, London, SE15 3QE",LONDON,APPROVED,GOOD,NUNHEAD LANE,175736,2.00003E+11,1,SE15 3QE,"NUNHEAD MINI MARKET, 64, NUNHEAD LANE, LONDON, SE15 3QE",534938,NUNHEAD MINI MARKET,0.8,,-0.058878401,51.46451685,64,,
65,125880,125880,The Clf Art Cafe,133,Copeland Road,London,Copeland park cafe,Mobile caterer,7846,10,,635620,5,,51.469911,183414,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064162,SE15 3SN,12/02/2014,fhrs_3_en-GB,3,,FHRS,10,"Copeland park cafe, The Clf Art Cafe, 133 Copeland Road, London, SE15 3SN",,,,,,,,,,,,,,,,,,
66,125881,125881,Copleston Centre,,Copleston Road,London,Copleston centre,Restaurant/Cafe/Canteen,1,10,,362779,0,,51.466197,1142,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.077306,SE15 4AN,06/02/2013,fhrs_4_en-GB,4,,FHRS,5,"Copleston centre, Copleston Centre, Copleston Road, London, SE15 4AN",LONDON,APPROVED,EXACT,COPLESTON ROAD,175848,2.00003E+11,1,SE15 4AN,"COPLESTON CENTRE, COPLESTON ROAD, LONDON, SE15 4AN",533676,COPLESTON CENTRE,1,,-0.076992274,51.46582254,,,
67,125910,125910,,129,Peckham High Street,London,Criterion  restaurant,Restaurant/Cafe/Canteen,1,10,,364364,5,,51.474167,2831,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,11/12/2014,fhrs_4_en-GB,4,,FHRS,5,"Criterion  restaurant, 129 Peckham High Street, London, SE15 5SL",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176795,2.00003E+11,1,SE15 5SL,"THE CRITERION, 129, PECKHAM HIGH STREET, LONDON, SE15 5SL",534325,THE CRITERION,0.8,,-0.067295362,51.47417913,129,,
68,125911,125911,,190,Bellenden Road,London,Crossroads cafe,Restaurant/Cafe/Canteen,1,10,,364286,10,,51.466859,2640,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,22/01/2015,fhrs_3_en-GB,3,,FHRS,5,"Crossroads cafe, 190 Bellenden Road, London, SE15 4BW",LONDON,APPROVED,EXACT,BELLENDEN ROAD,175976,2.00003E+11,1,SE15 4BW,"CROSSROADS CAFE, 190, BELLENDEN ROAD, LONDON, SE15 4BW",533947,CROSSROADS CAFE,1,,-0.07304487,51.46690878,190,,
69,125912,125912,,93,Evelina Road,London,Crossways cafe,Restaurant/Cafe/Canteen,1,5,,364672,5,,51.466607,41993,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,19/12/2014,fhrs_4_en-GB,4,,FHRS,10,"Crossways cafe, 93 Evelina Road, London, SE15 3HL",LONDON,APPROVED,EXACT,EVELINA ROAD,175992,2.00003E+11,1,SE15 3HL,"CROSSWAYS CAFE, 93, EVELINA ROAD, LONDON, SE15 3HL",535177,CROSSWAYS CAFE,1,,-0.055342177,51.46676037,93,,
70,125919,125919,The Aylesham Centre,,Rye Lane,London,Cuisine africana,Retailers - other,4613,10,,363443,5,,51.472746,174098,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,11/02/2010,fhrs_4_en-GB,4,,FHRS,5,"Cuisine africana, The Aylesham Centre, Rye Lane, London, SE15 5EW",LONDON,APPROVED,PARTIAL,RYE LANE,176678,10009804746,2,SE15 5DW,"FLAT C, 1-2 CENTRAL BUILDINGS, RYE LANE, LONDON, SE15 5DW",534134,,0.7,1-2 CENTRAL BUILDINGS,-0.070088198,51.47317299,,,FLAT C
71,125926,125926,Unit 10,137-139,Rye Lane,London,Cynthia a's cakes sugarcraft,Retailers - other,4613,,,467696,,,51.469866,181304,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,01/11/2012,fhrs_exempt_en-GB,Exempt,,FHRS,,"Cynthia a's cakes sugarcraft, Unit 10, 137-139, Rye Lane, London, SE15 4ST",LONDON,APPROVED,GOOD,RYE LANE,176156,2.00003E+11,1,SE15 4RZ,"138, RYE LANE, LONDON, SE15 4RZ",534304,,0.8,,-0.067840182,51.4684418,138,,
72,125939,125939,,97,Queens Road,London,Dans food,Takeaway/sandwich shop,7844,,,363970,,,51.473961,180178,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059484,SE15 2EZ,04/12/2014,fhrs_4_en-GB,4,,FHRS,,"Dans food, 97 Queens Road, London, SE15 2EZ",LONDON,APPROVED,EXACT,QUEENS ROAD,176799,2.00003E+11,1,SE15 2EZ,"DANS FOOD, 97, QUEENS ROAD, LONDON, SE15 2EZ",534804,DANS FOOD,1,,-0.060401135,51.47410125,97,,
73,125941,125941,,173,Peckham High Street,London,Daphanies taste of the caribbean,Restaurant/Cafe/Canteen,1,10,,364365,10,,51.474167,2833,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,30/04/2014,fhrs_3_en-GB,3,,FHRS,10,"Daphanies taste of the caribbean, 173 Peckham High Street, London, SE15 5SL",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176799,2.00003E+11,1,SE15 5SL,"DAPHNES, 173, PECKHAM HIGH STREET, LONDON, SE15 5SL",534466,DAPHNES,0.8,,-0.065264878,51.47418161,173,,
74,125949,125949,,08-Oct,Blenheim Grove,London,Ddk jerk centre,Restaurant/Cafe/Canteen,1,20,,363917,15,,51.469437,178868,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070302,SE15 4QL,17/12/2013,fhrs_0_en-GB,0,,FHRS,20,"Ddk jerk centre, 8-10 Blenheim Grove, London, SE15 4QL",LONDON,APPROVED,GOOD,BLENHEIM GROVE,176245,2.00003E+11,1,SE15 4QS,"9, BLENHEIM GROVE, LONDON, SE15 4QS",534158,,0.9,,-0.069907083,51.46927619,9,,
75,125959,125959,,178,Rye Lane,London,Delight cafe - uckg help centre,Restaurant/Cafe/Canteen,1,10,,714775,10,,51.467202,130571,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066768,SE15 4NF,28/10/2014,fhrs_4_en-GB,4,,FHRS,0,"Delight cafe - uckg help centre, 178 Rye Lane, London, SE15 4NF",LONDON,APPROVED,GOOD,RYE LANE,176049,2.00003E+11,1,SE15 4NF,"U C K G HELP CENTRE, 176-178, RYE LANE, LONDON, SE15 4NF",534367,U C K G HELP CENTRE,0.8,176-178,-0.066974377,51.46746532,,,
76,125962,125962,,9,Peckham High Street,London,Delta express pizza,Takeaway/sandwich shop,7844,10,,621250,10,,51.473716,183617,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,10/12/2013,fhrs_3_en-GB,3,,FHRS,10,"Delta express pizza, 9 Peckham High Street, London, SE15 5EB",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176753,10091837436,1,SE15 5EB,"DELTA EXPRESS CHICKEN, 9, PECKHAM HIGH STREET, LONDON, SE15 5EB",533931,DELTA EXPRESS CHICKEN,0.8,,-0.072980874,51.47389502,9,,
77,125964,125964,,135,Peckham High Street,London,Dennis butchers,Retailers - other,4613,10,,362751,5,,51.474167,1104,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,14/04/2014,fhrs_4_en-GB,4,,FHRS,5,"Dennis butchers, 135 Peckham High Street, London, SE15 5SL",LONDON,APPROVED,EXACT,PECKHAM HIGH STREET,176794,2.00003E+11,1,SE15 5SL,"DENNIS BUTCHERS, 135, PECKHAM HIGH STREET, LONDON, SE15 5SL",534342,DENNIS BUTCHERS,1,,-0.067051115,51.47416611,135,,
78,125968,125968,Copleston Centre,,Copleston Road,London,Destiny kids nursery,Hospitals/Childcare/Caring Premises,5,10,,407109,5,,51.466197,178255,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.077306,SE15 4AN,08/01/2014,fhrs_4_en-GB,4,,FHRS,5,"Destiny kids nursery, Copleston Centre, Copleston Road, London, SE15 4AN",LONDON,APPROVED,GOOD,COPLESTON ROAD,175848,2.00003E+11,1,SE15 4AN,"COPLESTON CENTRE, COPLESTON ROAD, LONDON, SE15 4AN",533676,COPLESTON CENTRE,0.9,,-0.076992274,51.46582254,,,
79,125979,125979,,16,Peckham High Street,London,Dixie chicken,Takeaway/sandwich shop,7844,0,,449257,0,,51.473393,181276,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072453,SE15 5DT,15/08/2012,fhrs_5_en-GB,5,,FHRS,0,"Dixie chicken, 16 Peckham High Street, London, SE15 5DT",LONDON,APPROVED,GOOD,PECKHAM HIGH STREET,176684,10091837532,1,SE15 5DT,"DIXIE FRIED CHICKEN, 16, PECKHAM HIGH STREET, LONDON, SE15 5DT",533962,DIXIE FRIED CHICKEN,0.8,,-0.072560927,51.47326762,16,,
80,126028,126028,6-7 Whaddon House Dog Kennel H,,Albrighton Road,London,East dulwich community nursery,Hospitals/Childcare/Caring Premises,5,5,,363091,5,,51.464603,1515,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.080986,SE22 8AQ,07/05/2013,fhrs_5_en-GB,5,,FHRS,5,"East dulwich community nursery, 6-7 Whaddon House Dog Kennel H, Albrighton Road, London, SE22 8AQ",LONDON,APPROVED,GOOD,EAST DULWICH ESTATE,175704,10091872820,1,SE22 8AQ,"EAST DULWICH COMMUNITY NURSERY, 6-7 WHADDON HOUSE, EAST DULWICH ESTATE, LONDON, SE22 8AQ",533403,EAST DULWICH COMMUNITY NURSERY,0.8,6-7 WHADDON HOUSE,-0.0809743,51.46459285,,,
81,126029,126029,Albrighton Community Centre,37,Albrighton Road,London,East dulwich estate community project & tenants as,Other catering premises,7841,0,,542904,0,,51.464622,699,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.081619,SE22 8AH,19/03/2013,fhrs_5_en-GB,5,,FHRS,0,"East dulwich estate community project & tenants as, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH",LONDON,APPROVED,GOOD,ALBRIGHTON ROAD,175705,2.00003E+11,1,SE22 8AH,"ALBRIGHTON COMMUNITY CENTRE, 37, ALBRIGHTON ROAD, LONDON, SE22 8AH",533359,ALBRIGHTON COMMUNITY CENTRE,0.8,,-0.081606948,51.46461219,37,,
82,126099,126099,,141,Evelina Road,London,F c soper,Retailers - other,4613,10,,364680,0,,51.466101,42024,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,10/10/2012,fhrs_4_en-GB,4,,FHRS,10,"F c soper, 141 Evelina Road, London, SE15 3HB",LONDON,APPROVED,GOOD,EVELINA ROAD,175871,2.00003E+11,1,SE15 3HB,"F C SOPERS, 141, EVELINA ROAD, LONDON, SE15 3HB",535044,F C SOPERS,0.9,,-0.057301886,51.46570475,141,,
83,126137,126137,,155,Bellenden Road,London,Flock and herd,Retailers - other,4613,0,,487193,0,,51.466882,181907,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072468,SE15 4DH,23/11/2012,fhrs_5_en-GB,5,,FHRS,0,"Flock and herd, 155 Bellenden Road, London, SE15 4DH",LONDON,APPROVED,GOOD,BELLENDEN ROAD,175954,2.00003E+11,1,SE15 4DH,"FLOCK X HERD, 155, BELLENDEN ROAD, LONDON, SE15 4DH",533977,FLOCK X HERD,0.9,,-0.072621574,51.46670399,155,,
84,126152,126152,Unit 4.1 Copeland Industrial P,133,Copeland Road,London,Forza win ltd,Restaurant/Cafe/Canteen,1,10,,702304,5,,51.469911,184350,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064162,SE15 3SN,20/08/2014,fhrs_2_en-GB,2,,FHRS,15,"Forza win ltd, Unit 4.1 Copeland Industrial P, 133 Copeland Road, London, SE15 3SN",,,,,,,,,,,,,,,,,,
85,126157,126157,,187,Rye Lane,London,Four quarters,Restaurant/Cafe/Canteen,1,10,,708633,10,,51.467685,184104,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,02/10/2014,fhrs_2_en-GB,2,,FHRS,15,"Four quarters, 187 Rye Lane, London, SE15 4TP",LONDON,APPROVED,GOOD,RYE LANE,176116,2.00003E+11,1,SE15 4TP,"THE FOUR QUARTERS, 187, RYE LANE, LONDON, SE15 4TP",534373,THE FOUR QUARTERS,0.9,,-0.066862602,51.46806598,187,,
86,126168,126168,Level 10 Peckham Rye Car Park,95A,Rye Lane,London,Frank's cafe and campari bar,Restaurant/Cafe/Canteen,1,10,,363280,10,,51.469866,172180,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,17/09/2014,fhrs_2_en-GB,2,,FHRS,15,"Frank's cafe and campari bar, Level 10 Peckham Rye Car Park, 95A, Rye Lane, London, SE15 4ST",,,,,,,,,,,,,,,,,,
87,126176,126176,,77,Rye Lane,London,Fresh fish & seafood,Retailers - other,4613,10,,702316,10,,51.471369,184545,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069169,SE15 5EX,03/09/2014,fhrs_3_en-GB,3,,FHRS,10,"Fresh fish & seafood, 77 Rye Lane, London, SE15 5EX",LONDON,APPROVED,GOOD,RYE HILL PARK,175184,2.00003E+11,1,SE15 3JS,"77, RYE HILL PARK, LONDON, SE15 3JS",535232,,0.8,,-0.05485965,51.45948628,77,,
88,126177,126177,,161,Peckham Hill Street,London,Fresh fruit & vegetable for you,Retailers - other,4613,10,,363818,5,,51.474661,177181,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,23/03/2011,fhrs_3_en-GB,3,,FHRS,10,"Fresh fruit & vegetable for you, 161 Peckham Hill Street, London, SE15 5JZ",LONDON,APPROVED,GOOD,PECKHAM HILL STREET,176834,2.00003E+11,1,SE15 5JZ,"HILL STREET FRUIT & VEG, 161, PECKHAM HILL STREET, LONDON, SE15 5JZ",534230,HILL STREET FRUIT & VEG,0.8,,-0.068647593,51.47455212,161,,
89,126179,126179,,119,Consort Road,London,Frog on the green,Restaurant/Cafe/Canteen,1,10,,362746,10,,51.467895,110271,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.061886,SE15 3RU,07/11/2012,fhrs_3_en-GB,3,,FHRS,10,"Frog on the green, 119 Consort Road, London, SE15 3RU",LONDON,APPROVED,EXACT,CONSORT ROAD,176100,2.00003E+11,1,SE15 3RU,"119, CONSORT ROAD, LONDON, SE15 3RU",534722,,1,,-0.061847332,51.4678393,119,,
90,126181,126181,,230,Rye Lane,London,Full garden,Takeaway/sandwich shop,7844,0,,364596,5,,51.466439,3490,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066325,SE15 4NL,22/08/2012,fhrs_5_en-GB,5,,FHRS,5,"Full garden, 230 Rye Lane, London, SE15 4NL",LONDON,APPROVED,GOOD,RYE LANE,175918,2.00003E+11,1,SE15 4NL,"FULL GARDEN CHINESE TAKEAWAY, 230, RYE LANE, LONDON, SE15 4NL",534407,FULL GARDEN CHINESE TAKEAWAY,0.8,,-0.066448636,51.46627861,230,,
