fhrs_rownum,fhrs_address,plot_address,addressline1,addressline2,addressline3,addressline4,businessname,businesstype,businesstypeid,confidenceinmanagement,extractdate,fhrsid,hygiene,itemcount,plot_lat,localauthoritybusinessid,localauthoritycode,localauthorityemailaddress,localauthorityname,localauthoritywebsite,plot_lng,postcode,ratingdate,ratingkey,ratingvalue,returncode,schemetype,structural
125911,"Crossroads cafe, 190 Bellenden Road, London, SE15 4BW","Crossroads cafe, 190 Bellenden Road, London, SE15 4BW",,190,Bellenden Road,London,Crossroads cafe,Restaurant/Cafe/Canteen,1,10,,364286,10,,51.466859,2640,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,22/01/2015,fhrs_3_en-GB,3,,FHRS,5
125912,"Crossways cafe, 93 Evelina Road, London, SE15 3HL","Crossways cafe, 93 Evelina Road, London, SE15 3HL",,93,Evelina Road,London,Crossways cafe,Restaurant/Cafe/Canteen,1,5,,364672,5,,51.466607,41993,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,19/12/2014,fhrs_4_en-GB,4,,FHRS,10
125919,"Cuisine africana, The Aylesham Centre, Rye Lane, London, SE15 5EW","Cuisine africana, The Aylesham Centre, Rye Lane, London, SE15 5EW",The Aylesham Centre,,Rye Lane,London,Cuisine africana,Retailers - other,4613,10,,363443,5,,51.472746,174098,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,11/02/2010,fhrs_4_en-GB,4,,FHRS,5
125926,"Cynthia a's cakes sugarcraft, Unit 10, 137-139 Rye Lane, London, SE15 4ST","Cynthia a's cakes sugarcraft, Unit 10, 137-139 Rye Lane, London, SE15 4ST",Unit 10,137-139,Rye Lane,London,Cynthia a's cakes sugarcraft,Retailers - other,4613,,,467696,,,51.469866,181304,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,01/11/2012,fhrs_exempt_en-GB,Exempt,,FHRS,
125939,"Dans food, 97 Queens Road, London, SE15 2EZ","Dans food, 97 Queens Road, London, SE15 2EZ",,97,Queens Road,London,Dans food,Takeaway/sandwich shop,7844,,,363970,,,51.473961,180178,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059484,SE15 2EZ,04/12/2014,fhrs_4_en-GB,4,,FHRS,
125941,"Daphanies taste of the caribbean, 173 Peckham High Street, London, SE15 5SL","Daphanies taste of the caribbean, 173 Peckham High Street, London, SE15 5SL",,173,Peckham High Street,London,Daphanies taste of the caribbean,Restaurant/Cafe/Canteen,1,10,,364365,10,,51.474167,2833,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,30/04/2014,fhrs_3_en-GB,3,,FHRS,10
125949,"Ddk jerk centre, 8-10 Blenheim Grove, London, SE15 4QL","Ddk jerk centre, 8-10 Blenheim Grove, London, SE15 4QL",,08-Oct,Blenheim Grove,London,Ddk jerk centre,Restaurant/Cafe/Canteen,1,20,,363917,15,,51.469437,178868,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070302,SE15 4QL,17/12/2013,fhrs_0_en-GB,0,,FHRS,20
125959,"Delight cafe - uckg help centre, 178 Rye Lane, London, SE15 4NF","Delight cafe - uckg help centre, 178 Rye Lane, London, SE15 4NF",,178,Rye Lane,London,Delight cafe - uckg help centre,Restaurant/Cafe/Canteen,1,10,,714775,10,,51.467202,130571,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066768,SE15 4NF,28/10/2014,fhrs_4_en-GB,4,,FHRS,0
125962,"Delta express pizza, 9 Peckham High Street, London, SE15 5EB","Delta express pizza, 9 Peckham High Street, London, SE15 5EB",,9,Peckham High Street,London,Delta express pizza,Takeaway/sandwich shop,7844,10,,621250,10,,51.473716,183617,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,10/12/2013,fhrs_3_en-GB,3,,FHRS,10
125964,"Dennis butchers, 135 Peckham High Street, London, SE15 5SL","Dennis butchers, 135 Peckham High Street, London, SE15 5SL",,135,Peckham High Street,London,Dennis butchers,Retailers - other,4613,10,,362751,5,,51.474167,1104,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,14/04/2014,fhrs_4_en-GB,4,,FHRS,5
125968,"Destiny kids nursery, Copleston Centre, Copleston Road, London, SE15 4AN","Destiny kids nursery, Copleston Centre, Copleston Road, London, SE15 4AN",Copleston Centre,,Copleston Road,London,Destiny kids nursery,Hospitals/Childcare/Caring Premises,5,10,,407109,5,,51.466197,178255,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.077306,SE15 4AN,08/01/2014,fhrs_4_en-GB,4,,FHRS,5
125979,"Dixie chicken, 16 Peckham High Street, London, SE15 5DT","Dixie chicken, 16 Peckham High Street, London, SE15 5DT",,16,Peckham High Street,London,Dixie chicken,Takeaway/sandwich shop,7844,0,,449257,0,,51.473393,181276,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072453,SE15 5DT,15/08/2012,fhrs_5_en-GB,5,,FHRS,0
126028,"East dulwich community nursery, 6-7 Whaddon House Dog Kennel H, Albrighton Road, London, SE22 8AQ","East dulwich community nursery, 6-7 Whaddon House Dog Kennel H, Albrighton Road, London, SE22 8AQ",6-7 Whaddon House Dog Kennel H,,Albrighton Road,London,East dulwich community nursery,Hospitals/Childcare/Caring Premises,5,5,,363091,5,,51.464603,1515,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.080986,SE22 8AQ,07/05/2013,fhrs_5_en-GB,5,,FHRS,5
126029,"East dulwich estate community project & tenants as, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH","East dulwich estate community project & tenants as, Albrighton Community Centre, 37 Albrighton Road, London, SE22 8AH",Albrighton Community Centre,37,Albrighton Road,London,East dulwich estate community project & tenants as,Other catering premises,7841,0,,542904,0,,51.464622,699,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.081619,SE22 8AH,19/03/2013,fhrs_5_en-GB,5,,FHRS,0
126099,"F c soper, 141 Evelina Road, London, SE15 3HB","F c soper, 141 Evelina Road, London, SE15 3HB",,141,Evelina Road,London,F c soper,Retailers - other,4613,10,,364680,0,,51.466101,42024,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,10/10/2012,fhrs_4_en-GB,4,,FHRS,10
126137,"Flock and herd, 155 Bellenden Road, London, SE15 4DH","Flock and herd, 155 Bellenden Road, London, SE15 4DH",,155,Bellenden Road,London,Flock and herd,Retailers - other,4613,0,,487193,0,,51.466882,181907,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072468,SE15 4DH,23/11/2012,fhrs_5_en-GB,5,,FHRS,0
126152,"Forza win ltd, Unit 4.1 Copeland Industrial P, 133 Copeland Road, London, SE15 3SN","Forza win ltd, Unit 4.1 Copeland Industrial P, 133 Copeland Road, London, SE15 3SN",Unit 4.1 Copeland Industrial P,133,Copeland Road,London,Forza win ltd,Restaurant/Cafe/Canteen,1,10,,702304,5,,51.469911,184350,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.064162,SE15 3SN,20/08/2014,fhrs_2_en-GB,2,,FHRS,15
126157,"Four quarters, 187 Rye Lane, London, SE15 4TP","Four quarters, 187 Rye Lane, London, SE15 4TP",,187,Rye Lane,London,Four quarters,Restaurant/Cafe/Canteen,1,10,,708633,10,,51.467685,184104,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,02/10/2014,fhrs_2_en-GB,2,,FHRS,15
126168,"Frank's cafe and campari bar, Level 10 Peckham Rye Car Park, 95A Rye Lane, London, SE15 4ST","Frank's cafe and campari bar, Level 10 Peckham Rye Car Park, 95A Rye Lane, London, SE15 4ST",Level 10 Peckham Rye Car Park,95A,Rye Lane,London,Frank's cafe and campari bar,Restaurant/Cafe/Canteen,1,10,,363280,10,,51.469866,172180,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068008,SE15 4ST,17/09/2014,fhrs_2_en-GB,2,,FHRS,15
126176,"Fresh fish & seafood, 77 Rye Lane, London, SE15 5EX","Fresh fish & seafood, 77 Rye Lane, London, SE15 5EX",,77,Rye Lane,London,Fresh fish & seafood,Retailers - other,4613,10,,702316,10,,51.471369,184545,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069169,SE15 5EX,03/09/2014,fhrs_3_en-GB,3,,FHRS,10
126177,"Fresh fruit & vegetable for you, 161 Peckham Hill Street, London, SE15 5JZ","Fresh fruit & vegetable for you, 161 Peckham Hill Street, London, SE15 5JZ",,161,Peckham Hill Street,London,Fresh fruit & vegetable for you,Retailers - other,4613,10,,363818,5,,51.474661,177181,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.06867,SE15 5JZ,23/03/2011,fhrs_3_en-GB,3,,FHRS,10
126179,"Frog on the green, 119 Consort Road, London, SE15 3RU","Frog on the green, 119 Consort Road, London, SE15 3RU",,119,Consort Road,London,Frog on the green,Restaurant/Cafe/Canteen,1,10,,362746,10,,51.467895,110271,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.061886,SE15 3RU,07/11/2012,fhrs_3_en-GB,3,,FHRS,10
126181,"Full garden, 230 Rye Lane, London, SE15 4NL","Full garden, 230 Rye Lane, London, SE15 4NL",,230,Rye Lane,London,Full garden,Takeaway/sandwich shop,7844,0,,364596,5,,51.466439,3490,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066325,SE15 4NL,22/08/2012,fhrs_5_en-GB,5,,FHRS,5
126183,"Fung sing, 40 Peckham Road, London, SE5 8PX","Fung sing, 40 Peckham Road, London, SE5 8PX",,40,Peckham Road,London,Fung sing,Takeaway/sandwich shop,7844,10,,467642,15,,51.473666,113946,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079771,SE5 8PX,26/08/2014,fhrs_2_en-GB,2,,FHRS,15
126196,"Ganapati south indian restaurant, 38 Holly Grove, London, SE15 5DF","Ganapati south indian restaurant, 38 Holly Grove, London, SE15 5DF",,38,Holly Grove,London,Ganapati south indian restaurant,Restaurant/Cafe/Canteen,1,0,,364415,5,,51.469729,2964,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071657,SE15 5DF,14/08/2012,fhrs_5_en-GB,5,,FHRS,5
126197,"Ganapati takeaway kitchen, 4 Maxted Road, London, SE15 4LL","Ganapati takeaway kitchen, 4 Maxted Road, London, SE15 4LL",,4,Maxted Road,London,Ganapati takeaway kitchen,Takeaway/sandwich shop,7844,,,609251,,,51.465971,183287,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072262,SE15 4LL,26/06/2014,fhrs_5_en-GB,5,,FHRS,
126202,"General store (london) limited, Part Ground Floor, 174 Bellenden Road, London, SE15 4BW","General store (london) limited, Part Ground Floor, 174 Bellenden Road, London, SE15 4BW",Part Ground Floor,174,Bellenden Road,London,General store (london) limited,Retailers - other,4613,0,,542853,0,,51.466859,182176,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073218,SE15 4BW,21/03/2013,fhrs_5_en-GB,5,,FHRS,0
126208,"Ghana mini market, 1 Choumert Road, London, SE15 4SE","Ghana mini market, 1 Choumert Road, London, SE15 4SE",,1,Choumert Road,London,Ghana mini market,Retailers - other,4613,10,,363543,5,,51.468211,175049,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,28/07/2010,fhrs_3_en-GB,3,,FHRS,10
126219,"God bless new cafe, 14 Choumert Road, London, SE15 4SE","God bless new cafe, 14 Choumert Road, London, SE15 4SE",,14,Choumert Road,London,God bless new cafe,Restaurant/Cafe/Canteen,1,10,,665591,5,,51.468211,184045,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,22/04/2014,fhrs_4_en-GB,4,,FHRS,5
126221,"Goitom behr, 144-150 Rye Lane, London, SE15 4RZ","Goitom behr, 144-150 Rye Lane, London, SE15 4RZ",,144-150,Rye Lane,London,Goitom behr,Retailers - other,4613,10,,467640,10,,51.469024,102081,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,25/10/2012,fhrs_3_en-GB,3,,FHRS,10
126226,"Golden noodle, 177 Queens Road, London, SE15 2ND","Golden noodle, 177 Queens Road, London, SE15 2ND",,177,Queens Road,London,Golden noodle,Takeaway/sandwich shop,7844,10,,363485,10,,51.473679,174461,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057091,SE15 2ND,09/10/2012,fhrs_3_en-GB,3,,FHRS,10
126229,"Golden taste, 18a Peckham Rye, London, SE15 4JR","Golden taste, 18a Peckham Rye, London, SE15 4JR",,18a,Peckham Rye,London,Golden taste,Restaurant/Cafe/Canteen,1,10,,467664,5,,51.465565,178695,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066722,SE15 4JR,22/10/2013,fhrs_3_en-GB,3,,FHRS,10
126235,"Gosling nursery, 106 Evelina Road, London, SE15 3HL","Gosling nursery, 106 Evelina Road, London, SE15 3HL",,106,Evelina Road,London,Gosling nursery,Hospitals/Childcare/Caring Premises,5,10,,364674,5,,51.466607,42001,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,21/10/2014,fhrs_3_en-GB,3,,FHRS,10
126236,"Gosnells beverages ltd, Unit 10 Print Village, 58 Chadwick Road, London, SE15 4PU","Gosnells beverages ltd, Unit 10 Print Village, 58 Chadwick Road, London, SE15 4PU",Unit 10 Print Village,58,Chadwick Road,London,Gosnells beverages ltd,Manufacturers/packers,7839,0,,729122,0,,51.467827,184362,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.074127,SE15 4PU,10/11/2014,fhrs_5_en-GB,5,,FHRS,5
126241,"Gowlett arms, 62 Gowlett Road, London, SE15 4HY","Gowlett arms, 62 Gowlett Road, London, SE15 4HY",,62,Gowlett Road,London,Gowlett arms,Pub/bar/nightclub,7843,10,,364109,10,,51.463105,2263,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070252,SE15 4HY,30/08/2012,fhrs_2_en-GB,2,,FHRS,15
126248,"Greenhive, 50 Brayards Road, London, SE15 2BQ","Greenhive, 50 Brayards Road, London, SE15 2BQ",,50,Brayards Road,London,Greenhive,Hospitals/Childcare/Caring Premises,5,0,,364801,0,,51.469175,53197,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059355,SE15 2BQ,26/09/2012,fhrs_5_en-GB,5,,FHRS,0
126250,"Greggs, Unit 8 The Aylesham Centre, Rye Lane, London, SE15 5EW","Greggs, Unit 8 The Aylesham Centre, Rye Lane, London, SE15 5EW",Unit 8 The Aylesham Centre,,Rye Lane,London,Greggs,Takeaway/sandwich shop,7844,0,,487180,0,,51.472746,181591,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,21/11/2012,fhrs_5_en-GB,5,,FHRS,0
126254,"Greggs the bakers, 66 Peckham High Street, London, SE15 5DP","Greggs the bakers, 66 Peckham High Street, London, SE15 5DP",,66,Peckham High Street,London,Greggs the bakers,Manufacturers/packers,7839,0,,362699,0,,51.473214,1086,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070891,SE15 5DP,13/01/2011,fhrs_5_en-GB,5,,FHRS,0
126256,"Gregsons pharmacy ltd, 60 Nunhead Lane, London, SE15 3QE","Gregsons pharmacy ltd, 60 Nunhead Lane, London, SE15 3QE",,60,Nunhead Lane,London,Gregsons pharmacy ltd,Retailers - other,4613,,,362837,,,51.464633,1249,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.059865,SE15 3QE,17/07/2003,fhrs_exempt_en-GB,Exempt,,FHRS,
126264,"Guidetti fine foods & wines, Unit C Astbury Business Park, Astbury Road, London, SE15 2NW","Guidetti fine foods & wines, Unit C Astbury Business Park, Astbury Road, London, SE15 2NW",Unit C Astbury Business Park,,Astbury Road,London,Guidetti fine foods & wines,Importers/Exporters,14,10,,588927,5,,51.475812,183280,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.055027,SE15 2NW,21/08/2013,fhrs_4_en-GB,4,,FHRS,5
126271,"H barry, 60-62 Gibbon Road, London, SE15 3XE","H barry, 60-62 Gibbon Road, London, SE15 3XE",,60-62,Gibbon Road,London,H barry,Retailers - other,4613,5,,362865,5,,51.466568,1278,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.051835,SE15 3XE,09/05/2013,fhrs_5_en-GB,5,,FHRS,5
126275,"H.a smith & son, 111-113 Evelina Road, London, SE15 3HB","H.a smith & son, 111-113 Evelina Road, London, SE15 3HB",,111-113,Evelina Road,London,H.a smith & son,Retailers - other,4613,5,,364675,5,,51.466101,42007,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,13/11/2014,fhrs_4_en-GB,4,,FHRS,10
126278,"Hagi vegetable & grocery, 143 Peckham High Street, London, SE15 5SL","Hagi vegetable & grocery, 143 Peckham High Street, London, SE15 5SL",,143,Peckham High Street,London,Hagi vegetable & grocery,Retailers - other,4613,20,,363658,0,,51.474167,175844,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066488,SE15 5SL,14/04/2014,fhrs_1_en-GB,1,,FHRS,10
126280,"Haji baba halal meats, 174 Rye Lane, London, SE15 4NB","Haji baba halal meats, 174 Rye Lane, London, SE15 4NB",,174,Rye Lane,London,Haji baba halal meats,Retailers - other,4613,0,,714789,0,,51.467853,184478,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,28/10/2014,fhrs_5_en-GB,5,,FHRS,0
126317,"Harte's irish meat market, 59 Rye Lane, London, SE15 5EX","Harte's irish meat market, 59 Rye Lane, London, SE15 5EX",,59,Rye Lane,London,Harte's irish meat market,Retailers - other,4613,10,,363467,5,,51.471369,174373,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069169,SE15 5EX,14/04/2014,fhrs_3_en-GB,3,,FHRS,10
126320,"Hax international, 156-158 Rye Lane, London, SE15 4NB","Hax international, 156-158 Rye Lane, London, SE15 4NB",,156-158,Rye Lane,London,Hax international,Retailers - other,4613,10,,363613,10,,51.467853,175541,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,14/04/2014,fhrs_3_en-GB,3,,FHRS,10
126340,"Highshore school, Highshore School, Bellenden Road, London, SE15 5BB","Highshore school, Highshore School, Bellenden Road, London, SE15 5BB",Highshore School,,Bellenden Road,London,Highshore school,School/college/university,7845,0,,364486,0,,51.471856,3155,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.072532,SE15 5BB,19/07/2012,fhrs_5_en-GB,5,,FHRS,5
126354,"Holland & barrett ltd, Unit 9 Aylesham Centre, Rye Lane, SE15 5EW","Holland & barrett ltd, Unit 9 Aylesham Centre, Rye Lane, SE15 5EW",Unit 9 Aylesham Centre,,Rye Lane,,Holland & barrett ltd,Retailers - other,4613,5,,364015,0,,51.472746,1890,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068693,SE15 5EW,01/05/2007,fhrs_5_en-GB,5,,FHRS,0
126357,"Hollydale tavern, 115 Hollydale Road, London, SE15 2TF","Hollydale tavern, 115 Hollydale Road, London, SE15 2TF",,115,Hollydale Road,London,Hollydale tavern,Pub/bar/nightclub,7843,10,,364145,5,,51.468976,2350,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056009,SE15 2TF,15/02/2011,fhrs_4_en-GB,4,,FHRS,5
126362,"Hoopers, 28 Ivanhoe Road, London, SE5 8DH","Hoopers, 28 Ivanhoe Road, London, SE5 8DH",,28,Ivanhoe Road,London,Hoopers,Pub/bar/nightclub,7843,10,,363005,5,,51.466227,138218,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079104,SE5 8DH,11/10/2011,fhrs_4_en-GB,4,,FHRS,5
126387,"Iceland frozen foods, 74 Rye Lane, London, SE15 5DQ","Iceland frozen foods, 74 Rye Lane, London, SE15 5DQ",,74,Rye Lane,London,Iceland frozen foods,Retailers - supermarkets/hypermarkets,7840,5,,364000,5,,51.470269,1861,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068985,SE15 5DQ,01/05/2007,fhrs_5_en-GB,5,,FHRS,5
126390,"Il giardino restaurant, 7 Blenheim Grove, London, SE15 4QS","Il giardino restaurant, 7 Blenheim Grove, London, SE15 4QS",,7,Blenheim Grove,London,Il giardino restaurant,Restaurant/Cafe/Canteen,1,5,,364416,5,,51.469116,2968,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.070488,SE15 4QS,30/08/2012,fhrs_5_en-GB,5,,FHRS,5
126393,"In house catering john donne primary school, John Donne Primary School, Woods Road, London, SE15 2SW","In house catering john donne primary school, John Donne Primary School, Woods Road, London, SE15 2SW",John Donne Primary School,,Woods Road,London,In house catering john donne primary school,Other catering premises,7841,5,,363890,5,,51.472599,178396,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.060852,SE15 2SW,12/06/2013,fhrs_5_en-GB,5,,FHRS,0
126405,"Isatus kitchen, 4 Station Way, London, SE15 4RX","Isatus kitchen, 4 Station Way, London, SE15 4RX",,4,Station Way,London,Isatus kitchen,Restaurant/Cafe/Canteen,1,20,,364747,15,,51.469985,46883,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069227,SE15 4RX,14/01/2015,fhrs_1_en-GB,1,,FHRS,15
126406,"Iss caterhouse, 83 Peckham Road, London, SE5 8UH","Iss caterhouse, 83 Peckham Road, London, SE5 8UH",,83,Peckham Road,London,Iss caterhouse,School/college/university,7845,0,,364066,0,,51.474265,21285,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.079573,SE5 8UH,29/03/2012,fhrs_5_en-GB,5,,FHRS,0
126414,"Iss caterhouse, St James The Great School, Peckham Road, London, SE15 5LP","Iss caterhouse, St James The Great School, Peckham Road, London, SE15 5LP",St James The Great School,,Peckham Road,London,Iss caterhouse,School/college/university,7845,0,,364484,0,,51.474366,3153,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.073117,SE15 5LP,01/11/2011,fhrs_5_en-GB,5,,FHRS,5
126418,"Iss caterhouse ltd, St Johns And St Clements Prima, Adys Road, London, SE15 4DY","Iss caterhouse ltd, St Johns And St Clements Prima, Adys Road, London, SE15 4DY",St Johns And St Clements Prima,,Adys Road,London,Iss caterhouse ltd,School/college/university,7845,0,,363221,0,,51.463147,171591,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.071747,SE15 4DY,23/06/2014,fhrs_5_en-GB,5,,FHRS,5
126429,"Iya pupa, 30 Choumert Road, London, SE15 4SE","Iya pupa, 30 Choumert Road, London, SE15 4SE",,30,Choumert Road,London,Iya pupa,Retailers - other,4613,10,,654167,10,,51.468194,183241,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068554,SE15 4SE,24/03/2014,fhrs_3_en-GB,3,,FHRS,10
126431,"J & j butchers, 132 Rye Lane, London, SE15 4RZ","J & j butchers, 132 Rye Lane, London, SE15 4RZ",,132,Rye Lane,London,J & j butchers,Retailers - other,4613,10,,364791,15,,51.469024,52198,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,23/07/2014,fhrs_2_en-GB,2,,FHRS,10
126433,"J & t fish & seafood, 7C Choumert Road, London, SE15 4SE","J & t fish & seafood, 7C Choumert Road, London, SE15 4SE",,7C,Choumert Road,London,J & t fish & seafood,Retailers - other,4613,5,,364079,10,,51.468211,21640,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068496,SE15 4SE,05/11/2014,fhrs_3_en-GB,3,,FHRS,10
126434,"J f ayre ltd, 131-133 Evelina Road, London, SE15 3HB","J f ayre ltd, 131-133 Evelina Road, London, SE15 3HB",,131-133,Evelina Road,London,J f ayre ltd,Manufacturers/packers,7839,5,,364679,0,,51.466101,42020,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056707,SE15 3HB,02/12/2014,fhrs_4_en-GB,4,,FHRS,10
126442,"Jaffa food store, 168 Rye Lane, London, SE15 4NB","Jaffa food store, 168 Rye Lane, London, SE15 4NB",,168,Rye Lane,London,Jaffa food store,Retailers - other,4613,10,,363993,5,,51.467853,1847,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.067518,SE15 4NB,14/04/2014,fhrs_4_en-GB,4,,FHRS,0
126446,"Jamaica spice ltd, 207 Rye Lane, London, SE15 4TP","Jamaica spice ltd, 207 Rye Lane, London, SE15 4TP",,207,Rye Lane,London,Jamaica spice ltd,Other catering premises,7841,10,,363823,10,,51.467685,177364,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.066603,SE15 4TP,06/01/2015,fhrs_3_en-GB,3,,FHRS,10
126458,"Jb's soul food, 27a Peckham High Street, London, SE15 5EB","Jb's soul food, 27a Peckham High Street, London, SE15 5EB",,27a,Peckham High Street,London,Jb's soul food,Takeaway/sandwich shop,7844,10,,654195,10,,51.473716,183884,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.07241,SE15 5EB,10/03/2014,fhrs_4_en-GB,4,,FHRS,0
126462,"Jenny's, 12 Station Way, London, SE15 4RX","Jenny's, 12 Station Way, London, SE15 4RX",,12,Station Way,London,Jenny's,Retailers - other,4613,5,,362839,0,,51.469985,125039,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.069227,SE15 4RX,30/08/2012,fhrs_5_en-GB,5,,FHRS,0
126464,"Jerkiz caribbean cuisine, 100 Evelina Road, London, SE15 3HL","Jerkiz caribbean cuisine, 100 Evelina Road, London, SE15 3HL",,100,Evelina Road,London,Jerkiz caribbean cuisine,Restaurant/Cafe/Canteen,1,,,687781,,,51.466607,182979,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.056326,SE15 3HL,06/08/2014,fhrs_5_en-GB,5,,FHRS,
126478,"Julian supermarket, 137 Brayards Road, London, SE15 2BX","Julian supermarket, 137 Brayards Road, London, SE15 2BX",,137,Brayards Road,London,Julian supermarket,Retailers - other,4613,10,,421354,0,,51.469697,2171,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.057735,SE15 2BX,14/02/2011,fhrs_4_en-GB,4,,FHRS,0
126486,"K & k butchers, 146-150 Rye Lane, London, SE15 4RZ","K & k butchers, 146-150 Rye Lane, London, SE15 4RZ",,146-150,Rye Lane,London,K & k butchers,Retailers - other,4613,20,,362764,15,,51.469024,1112,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,06/01/2015,fhrs_1_en-GB,1,,FHRS,15
126493,"K&a centre ltd, 90-92 Rye Lane, London, SE15 4RZ","K&a centre ltd, 90-92 Rye Lane, London, SE15 4RZ",,,90-92 Rye Lane,London,K&a centre ltd,Retailers - other,4613,10,,365018,10,,51.469024,75180,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,-0.068174,SE15 4RZ,21/08/2014,fhrs_3_en-GB,3,,FHRS,10
